사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2023011000100379,2023년 1월 10일 18시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,60세,상해없음,승용,남,31세,경상
2023011000100458,2023년 1월 10일 20시,화요일,경기도 수원시 장안구 율전동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승합,남,63세,상해없음,이륜,남,29세,경상
2023011000100516,2023년 1월 10일 23시,화요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,승용,남,38세,경상
2023011100100024,2023년 1월 11일 03시,수요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,건설기계,남,47세,경상
2023011100100060,2023년 1월 11일 06시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,25세,상해없음,보행자,여,50세,경상
2023011100100063,2023년 1월 11일 06시,수요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,25세,경상
2023011100100077,2023년 1월 11일 07시,수요일,경기도 수원시 팔달구 매산로3가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,승용,남,59세,경상
2023011100100131,2023년 1월 11일 09시,수요일,경기도 수원시 장안구 정자동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,화물,남,50세,경상
2023011100100138,2023년 1월 11일 09시,수요일,경기도 수원시 권선구 호매실동,중상사고,0,1,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,부상신고,승용,여,58세,경상
2023011100100168,2023년 1월 11일 10시,수요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,35세,상해없음,승용,여,67세,경상
2023011100100322,2023년 1월 11일 15시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,28세,상해없음,승용,남,29세,경상
2023011100100462,2023년 1월 11일 19시,수요일,경기도 수원시 권선구 곡반정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,50세,상해없음,보행자,여,30세,경상
2023011100100492,2023년 1월 11일 20시,수요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,67세,상해없음,보행자,여,16세,경상
2023011100100493,2023년 1월 11일 20시,수요일,경기도 수원시 장안구 율전동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,27세,상해없음,보행자,여,27세,경상
2023011100100498,2023년 1월 11일 20시,수요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,화물,남,53세,경상
2023011100100499,2023년 1월 11일 20시,수요일,경기도 수원시 영통구 망포동,중상사고,0,1,0,0,차대차 - 측면충돌,차로위반,건조,맑음,교차로 - 교차로안,승합,남,49세,상해없음,승용,남,43세,중상
2023011100100500,2023년 1월 11일 20시,수요일,경기도 수원시 권선구 오목천동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,59세,상해없음,승용,여,51세,경상
2023011100100544,2023년 1월 11일 22시,수요일,경기도 수원시 영통구 이의동,중상사고,0,1,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,37세,경상,개인형이동수단(PM),여,28세,중상
2023011200100022,2023년 1월 12일 01시,목요일,경기도 수원시 영통구 매탄동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,38세,상해없음,이륜,남,51세,중상
2023011200100204,2023년 1월 12일 11시,목요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,승용,남,48세,경상
2023011200100295,2023년 1월 12일 14시,목요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,70세,상해없음,보행자,남,15세,경상
2023011200100298,2023년 1월 12일 14시,목요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,62세,상해없음,이륜,남,58세,경상
2023011200100412,2023년 1월 12일 18시,목요일,경기도 수원시 장안구 정자동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,29세,기타불명,보행자,남,29세,부상신고
2023011200100413,2023년 1월 12일 18시,목요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,53세,상해없음,승용,여,38세,경상
2023011200100421,2023년 1월 12일 18시,목요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,23세,상해없음,승용,남,28세,경상
2023011200100512,2023년 1월 12일 20시,목요일,경기도 수원시 권선구 구운동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,17세,경상,,,,
2023011200100513,2023년 1월 12일 20시,목요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,62세,상해없음,승용,남,22세,경상
2023011300100051,2023년 1월 13일 05시,금요일,경기도 수원시 장안구 이목동,경상사고,0,0,1,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,56세,상해없음,승용,남,56세,경상
2023011300100097,2023년 1월 13일 07시,금요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승합,남,57세,상해없음,특수,남,58세,경상
2023011300100124,2023년 1월 13일 08시,금요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,여,57세,경상
2023011300100236,2023년 1월 13일 12시,금요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,60세,상해없음,원동기,남,19세,경상
2023011300100276,2023년 1월 13일 14시,금요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,이륜,남,54세,경상,이륜,남,28세,경상
2023011300100422,2023년 1월 13일 18시,금요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,32세,경상
2023011300100477,2023년 1월 13일 19시,금요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,비,단일로 - 기타,이륜,남,33세,상해없음,보행자,남,51세,경상
2023011300100500,2023년 1월 13일 20시,금요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,46세,상해없음,승용,여,30세,경상
2023011300100503,2023년 1월 13일 20시,금요일,경기도 수원시 권선구 서둔동,중상사고,0,1,1,0,차대차 - 측면충돌,중앙선침범,젖음/습기,비,교차로 - 교차로부근,승용,남,54세,상해없음,승용,여,24세,중상
2023011300100555,2023년 1월 13일 22시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,21세,상해없음,보행자,남,31세,경상
2023011300100580,2023년 1월 13일 23시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,56세,상해없음,보행자,여,27세,경상
2023011400100039,2023년 1월 14일 04시,토요일,경기도 수원시 팔달구 고등동,부상신고사고,0,0,0,2,차대차 - 기타,직진우회전진행방해,젖음/습기,흐림,교차로 - 교차로안,자전거,남,62세,부상신고,이륜,여,27세,부상신고
2023011400100066,2023년 1월 14일 07시,토요일,경기도 수원시 팔달구 중동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,흐림,교차로 - 교차로횡단보도내,승합,남,62세,상해없음,보행자,남,47세,중상
2023011400100114,2023년 1월 14일 10시,토요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,여,51세,상해없음,이륜,남,31세,경상
2023011400100194,2023년 1월 14일 13시,토요일,경기도 수원시 팔달구 고등동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,49세,상해없음,승용,남,52세,경상
2023011400100216,2023년 1월 14일 14시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,22세,상해없음,승용,남,34세,경상
2023011400100338,2023년 1월 14일 18시,토요일,경기도 수원시 장안구 율전동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,47세,상해없음,승용,여,66세,경상
2023011400100344,2023년 1월 14일 18시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,52세,상해없음,승용,남,26세,경상
2023011400100346,2023년 1월 14일 18시,토요일,경기도 수원시 권선구 오목천동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,젖음/습기,비,교차로 - 교차로안,화물,남,62세,상해없음,승용,남,62세,경상
2023011400100427,2023년 1월 14일 20시,토요일,경기도 수원시 권선구 오목천동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,젖음/습기,비,단일로 - 기타,승용,여,54세,상해없음,이륜,남,40세,경상
2023011400100448,2023년 1월 14일 21시,토요일,경기도 수원시 팔달구 화서동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,29세,상해없음,이륜,남,37세,중상
2023011400100479,2023년 1월 14일 22시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,젖음/습기,흐림,단일로 - 기타,화물,남,40세,상해없음,승용,남,31세,경상
2023011400100496,2023년 1월 14일 23시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,승용,여,48세,상해없음,승용,여,47세,경상
2023011500100025,2023년 1월 15일 01시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,26세,상해없음,승용,남,25세,경상
2023011500100026,2023년 1월 15일 01시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,승용,남,56세,경상
2023011500100034,2023년 1월 15일 02시,일요일,경기도 수원시 팔달구 팔달로2가,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,64세,상해없음,,,,
2023011500100229,2023년 1월 15일 17시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,단일로 - 기타,이륜,남,43세,경상,승용,남,52세,상해없음
2023011500100251,2023년 1월 15일 18시,일요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,이륜,남,43세,중상
2023011600100004,2023년 1월 16일 00시,월요일,경기도 수원시 권선구 호매실동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,경상,,,,
2023011600100087,2023년 1월 16일 08시,월요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,1,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,47세,부상신고,승용,여,43세,경상
2023011600100147,2023년 1월 16일 10시,월요일,경기도 수원시 팔달구 지동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,63세,상해없음,보행자,남,62세,경상
2023011600100237,2023년 1월 16일 13시,월요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,26세,상해없음,승용,여,48세,경상
